timestamp,trigger_code,event_label,trial_info
1774375976.083092928,phase2_trial_iti_onset,phase2_trial_iti_onset,trial=43
1774375976.586090088,phase2_trial_iti_offset,phase2_trial_iti_offset,trial=43
1774375976.586554766,phase2_fixation_onset,phase2_fixation_onset,trial=44
1774375977.094586134,phase2_fixation_offset,phase2_fixation_offset,trial=44
1774375977.214407921,phase2_context1_onset,phase2_context1_onset,trial=44 shape=Shape_3_3.png
1774375978.218928099,phase2_context1_offset,phase2_context1_offset,trial=44
1774375978.219920874,phase2_shape_onset,phase2_shape_onset,trial=44 shape=Shape_3_3.png
1774375979.242896795,phase2_shape_offset,phase2_shape_offset,trial=44
1774375979.243646860,phase2_blank1_onset,phase2_blank1_onset,trial=44
1774375980.253771067,phase2_blank1_offset,phase2_blank1_offset,trial=44
1774375980.254279852,phase2_reddot_onset,phase2_reddot_onset,trial=44 shape=Shape_3_3.png
1774375983.260111094,phase2_reddot_offset,phase2_reddot_offset,trial=44
1774375983.261026144,phase2_context2_onset,phase2_context2_onset,trial=44 shape=Shape_3_3.png
1774375984.290217876,phase2_context2_offset,phase2_context2_offset,trial=44
1774375984.291014910,phase2_shape2_onset,phase2_shape2_onset,trial=44
1774375985.308375120,phase2_shape2_offset,phase2_shape2_offset,trial=44
1774375985.308737993,phase2_blank2_onset,phase2_blank2_onset,trial=44
1774375986.321036100,phase2_blank2_offset,phase2_blank2_offset,trial=44
1774375986.321980953,phase2_reddot2_onset,phase2_reddot2_onset,trial=44 shape=Shape_3_3.png
1774375989.339341164,phase2_reddot2_offset,phase2_reddot2_offset,trial=44
1774375989.366524935,phase2_question_onset,phase2_question_onset,trial=44 cat_a=WALL cat_b=ACORN variant=control_context_swapped
1774375989.805617809,phase2_response,phase2_response,trial=44 response=ACORN
1774375989.805814981,phase2_question_offset,phase2_question_offset,trial=44
1774375989.806279898,phase2_trial_iti_onset,phase2_trial_iti_onset,trial=44
1774375990.315268040,phase2_trial_iti_offset,phase2_trial_iti_offset,trial=44
1774375990.316020966,phase2_fixation_onset,phase2_fixation_onset,trial=45
1774375990.823910952,phase2_fixation_offset,phase2_fixation_offset,trial=45
1774375990.923836946,phase2_context1_onset,phase2_context1_onset,trial=45 shape=Shape_3_1.png
1774375991.933253050,phase2_context1_offset,phase2_context1_offset,trial=45
1774375991.934148073,phase2_shape_onset,phase2_shape_onset,trial=45 shape=Shape_3_1.png
1774375992.943058014,phase2_shape_offset,phase2_shape_offset,trial=45
1774375992.943791151,phase2_blank1_onset,phase2_blank1_onset,trial=45
1774375993.951741934,phase2_blank1_offset,phase2_blank1_offset,trial=45
1774375993.952113867,phase2_reddot_onset,phase2_reddot_onset,trial=45 shape=Shape_3_1.png
1774375996.958703041,phase2_reddot_offset,phase2_reddot_offset,trial=45
1774375996.959331989,phase2_context2_onset,phase2_context2_onset,trial=45 shape=Shape_3_1.png
