trial,shape_path,context_1_path,context_2_path,trial_variant,response,rt,fixation_onset_ttl,context1_onset_ttl,shape_onset_ttl,object_question_onset_ttl,context2_onset_ttl,shape2_onset_ttl,object_question2_onset_ttl,question_onset_ttl,response_ttl
48,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/teacup.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen1.png,secondary_first_img1,KITCHEN,1.1961,1777662377.957413197,1777662378.595663786,1777662379.602213860,1777662380.611791849,1777662382.627285957,1777662383.661642075,1777662384.688463926,1777662386.723447084,1777662387.957121134
49,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/tunnelentrance.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield1.png,primary_first_img1,SPORTSFIELD,1.1805,1777662390.163819075,1777662391.015676022,1777662392.021023989,1777662393.054101944,1777662395.071475029,1777662396.108690977,1777662397.118138790,1777662399.146671057,1777662400.353576899
50,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/basketball.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,secondary_first_img0,SPORTSFIELD,1.0671,1777662400.861782074,1777662401.490011930,1777662402.593398094,1777662403.605989218,1777662405.632829905,1777662406.668572903,1777662407.675904036,1777662409.726557016,1777662410.806164026
51,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/toothbrush.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/bathroom.png,secondary_first_img0,BATHROOM,0.5903,1777662411.313393831,1777662411.965996027,1777662412.972005844,1777662414.001278877,1777662416.007138968,1777662417.038915157,1777662418.061088085,1777662420.104870796,1777662420.718425035
52,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/rugby.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden1.png,primary_first_img1,SPORTSFIELD,1.2708,1777662421.224860907,1777662421.873239040,1777662422.878335953,1777662423.890610933,1777662425.900653124,1777662426.931711912,1777662427.949265003,1777662429.993417025,1777662431.283437014
53,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/umbrella.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sky.png,secondary_first_img0,SKY,0.1687,1777662431.790337086,1777662432.450216055,1777662433.454400063,1777662434.464568138,1777662436.488251925,1777662437.524090052,1777662438.569150925,1777662440.602799177,1777662440.791955948
54,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/tape.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,primary_first_img0,SPORTSFIELD,0.2802,1777662441.298642874,1777662441.972846031,1777662442.977695942,1777662443.987689018,1777662446.008026123,1777662447.040621042,1777662448.067674875,1777662450.112145901,1777662450.408566952
55,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/bird'sfoot.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/petshop1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen1.png,primary_first_img1,KITCHEN,1.3604,1777662450.915258884,1777662451.557538033,1777662452.561730146,1777662453.571965933,1777662455.581167221,1777662456.614479065,1777662457.623481035,1777662459.655466080,1777662461.035521030
56,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/toiletpaper.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/bathroom.png,secondary_first_img0,BATHROOM,2.9927,1777662461.541640043,1777662462.196174145,1777662463.202564001,1777662464.226707935,1777662466.241809845,1777662467.284560919,1777662468.291331053,1777662470.323269129,1777662473.342554808
57,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/bikewheel.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,secondary_first_img0,SPORTSFIELD,0.4855,1777662473.850952864,1777662474.482558012,1777662475.487057924,1777662476.519474983,1777662478.527615070,1777662479.585167170,1777662480.597006083,1777662482.631395102,1777662483.134543180
58,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/bug.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sky1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden1.png,secondary_first_img1,GARDEN,2.3930,1777662483.641233921,1777662484.352129936,1777662485.357992887,1777662486.368242979,1777662488.379862070,1777662489.409950018,1777662490.421351910,1777662492.452853918,1777662494.875905991
59,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/ball_slope.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/mountain.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,secondary_first_img0,SPORTSFIELD,0.6731,1777662495.382984877,1777662496.148820877,1777662497.155354023,1777662498.167891979,1777662500.180657864,1777662501.213660002,1777662502.219496965,1777662504.250851154,1777662504.952603817
60,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/nail_cutters.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/bathroom.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office.png,primary_first_img0,OFFICE,2.5038,1777662505.463249922,1777662506.079558849,1777662507.083599806,1777662508.093500853,1777662510.104176998,1777662511.143216133,1777662512.160506010,1777662514.207543135,1777662516.724700928
61,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/pan.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield1.png,primary_first_img1,SPORTSFIELD,1.1396,1777662517.232743979,1777662517.858079910,1777662518.861080170,1777662519.867511034,1777662521.877519846,1777662522.902813911,1777662523.912553072,1777662525.943360090,1777662527.102382183
62,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/mosquito.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/garden1.png,secondary_first_img1,GARDEN,0.9934,1777662527.616767883,1777662528.273413897,1777662529.285985947,1777662530.292985201,1777662532.303493023,1777662533.335655928,1777662534.343495846,1777662536.383303881,1777662537.417665005
63,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/birdcage.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/petshop.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/sportsfield.png,primary_first_img0,SPORTSFIELD,0.9753,1777662537.929530859,1777662538.718896866,1777662539.724655151,1777662540.736139059,1777662542.782089949,1777662543.835075140,1777662544.845052958,1777662546.877210140,1777662547.871635914
64,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/shapes/teacup.bmp,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/kitchen1.png,/Users/mehtaka/Desktop/Columbia/Nuttida_Lab/Utah/ContextCategorizationTask/STIMULI/contexts/office1.png,primary_first_img1,OFFICE,0.4588,1777662548.379567146,1777662549.105670929,1777662550.110877037,1777662551.120637894,1777662553.136525154,1777662554.169083834,1777662555.180215120,1777662557.211582899,1777662557.685106993
